X,Y,OBJECTID,SchoolCode,School,PhysicalAddress,ESDCode,ESDName,LEACode,LEAName,SchoolCategory,AYPCode,GradeCategory,LowestGrade,HighestGrade,TK,CongressionalDistrict,LegislativeDistrict,County,GeoCoded_Y,GeoCoded_X,BldgLatitude,BldgLongitude
-13030623.8759661,6136300.88529188,2117,4478,Stratton Elementary School,"1201 W 5th St, Newport, WA 99156-9183",32801,Educational Service District 101,26056,Newport School District,"Public School,Regular School",P,Elementary School,PK,4,No,Congressional District 5,Legislative District 7,Pend Oreille,48.176755,-117.05631,48.1767,-117.0561
-13072313.0308523,6051400.78781421,2118,3507,Structural Alt Confinement School,"1208 W Mallon Ave, Spokane, WA 99260-2041",99999,Office of Superintendent of Public Instruction,32801,Educational Service District 101,"Public School,Alternative School",A,High School,8,12,No,Congressional District 5,Legislative District 3,Spokane,47.665644,-117.430436,47.6656,-117.4306
-13716306.2765104,6220401.55435458,2119,5761,Stuart Island Elementary School,"532 Reid Harbor Rd, Stuart Is, WA 98250-9033",29801,Northwest Educational Service District 189,28149,San Juan Island School District,"Public School,Regular School",P,Other,K,8,No,Congressional District 2,Legislative District 40,San Juan,48.678033,-123.215722,48.678013,-123.215691
-13631896.9848371,6011483.57375057,2120,1938,Student Link,"9600 SW 204th St, Vashon, WA 98070-6135",17801,Puget Sound Educational Service District 121,17402,Vashon Island School District,"Public School,Alternative School",A,High School,9,12,No,Congressional District 7,Legislative District 34,King,47.423142,-122.456872,47.423551,-122.457429
-13560506.2365824,6084644.87169137,2121,1670,Student Services School,"514 4th St, Sultan, WA 98294-9474",29801,Northwest Educational Service District 189,31311,Sultan School District,"Public School,Special Education School",S,PK Only,PK,PK,No,Congressional District 8,Legislative District 12,Snohomish,47.8664,-121.816045,47.866331,-121.816115
-13560425.1959977,6084571.36293651,2122,2229,Sultan Elementary School,"501 Date Ave, Sultan, WA 98294-9490",29801,Northwest Educational Service District 189,31311,Sultan School District,"Public School,Regular School",P,Elementary School,K,5,Yes,Congressional District 8,Legislative District 12,Snohomish,47.866138,-121.815097,47.865888,-121.815387
-13560660.4138961,6085154.1408162,2123,2105,Sultan Middle School,"301 High Ave, Sultan, WA 98294-9780",29801,Northwest Educational Service District 189,31311,Sultan School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 8,Legislative District 12,Snohomish,47.869458,-121.817428,47.8694,-121.8175
-13560216.8057478,6085773.3026476,2124,4274,Sultan Senior High School,"1000 Turk Dr, Sultan, WA 98294-7679",29801,Northwest Educational Service District 189,31311,Sultan School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 8,Legislative District 39,Snohomish,47.873094,-121.813292,47.873131,-121.813515
-13560506.2365824,6084644.87169137,2125,5642,Sultan Virtual Academy,"514 4th St, Sultan, WA 98294-9474",29801,Northwest Educational Service District 189,31311,Sultan School District,"Public School,Alternative School",A,K-12,K,12,No,Congressional District 8,Legislative District 12,Snohomish,47.8664,-121.816045,47.866331,-121.816115
-13609874.7209902,6273859.38048598,2126,2489,Sumas Elementary School,"1024 Lawson St, Sumas, WA 98295-9108",29801,Northwest Educational Service District 189,37506,Nooksack Valley School District,"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 2,Legislative District 42,Whatcom,48.994037,-122.258702,48.9941,-122.2596
-13623051.7595983,6026887.63580189,2127,5469,Summit Public School: Atlas,"9601 35th Ave SW, Seattle, WA 98126-4001",34950,Washington State Charter School Commission,17905,Summit Public School: Atlas,"Public School,Regular School",P,Other,6,12,No,Congressional District 7,Legislative District 34,King,47.517085,-122.377974,47.51709,-122.377971
-13616420.4564768,6040220.90419225,2128,5375,Summit Public School: Sierra,"1025 S King St, Seattle, WA 98104-3020",34950,Washington State Charter School Commission,17902,Summit Public School: Sierra,"Public School,Regular School",P,High School,9,12,No,Congressional District 7,Legislative District 37,King,47.597914,-122.318386,47.59792,-122.318401
-13049419.1799346,6051349.54270712,2129,3465,Summit School,"13313 E Broadway Ave, Spokane Valley, WA 99216-1007",32801,Educational Service District 101,32356,Central Valley School District,"Public School,Regular School",P,Other,K,8,No,Congressional District 5,Legislative District 4,Spokane,47.664778,-117.225621,47.66529,-117.224941
-13581005.2852926,6003140.59792574,2130,3341,Summit Trail Middle School,"25600 SE Summit Landsburg Rd, Ravensdale, WA 98038-9732",17801,Puget Sound Educational Service District 121,17409,Tahoma School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 8,Legislative District 5,King,47.372814,-122.000253,47.37282,-122.000261
-13133065.3921132,6158063.41641251,2131,4394,Summit Valley School,"2360 Addy Gifford Rd, Addy, WA 99101-9703",32801,Educational Service District 101,33202,Summit Valley School District,"Public School,Regular School",P,Other,PK,8,No,Congressional District 5,Legislative District 7,Stevens,48.306917,-117.976412,48.306898,-117.976348
-13643239.0341145,5737233.88472146,2132,4450,Summit View High School,"11104 NE 149th St, Brush Prairie, WA 98606-9565",6801,Educational Service District 112,6119,Battle Ground School District,"Public School,Alternative School",A,High School,9,12,No,Congressional District 3,Legislative District 18,Clark,45.731547,-122.560421,45.730302,-122.559316
-13672723.7453082,5950397.72170571,2133,5683,Summit Virtual Academy,"305 College St NE, Lacey, WA 98516-5390",34801,Capital Region ESD 113,34003,North Thurston Public Schools,"Public School,Alternative School",A,K-12,K,12,No,Congressional District 10,Legislative District 22,Thurston,47.050969,-122.824182,47.050976,-122.824182
-13424327.4891277,5876588.18745675,2134,3207,Summitview Elementary School,"6305 W Chestnut Ave, Yakima, WA 98908-3199",39801,Educational Service District 105,39208,West Valley School District (Yakima),"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 4,Legislative District 15,Yakima,46.597398,-120.592828,46.5973,-120.5928
-13606835.7489525,5975353.02143382,2135,3247,Sumner High School,"1707 Main St, Sumner, WA 98390-1815",17801,Puget Sound Educational Service District 121,27320,Sumner-Bonney Lake School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 10,Legislative District 31,Pierce,47.203507,-122.232629,47.2035,-122.2323
-13607169.7075875,5973944.02123018,2136,3499,Sumner Middle School,"1508 Willow St, Sumner, WA 98390-1271",17801,Puget Sound Educational Service District 121,27320,Sumner-Bonney Lake School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 10,Legislative District 31,Pierce,47.194831,-122.23528,47.1949,-122.2353
-13607469.2679906,5975580.77684453,2137,1781,Sumner Special Services,"1202 Wood Ave, Sumner, WA 98390-1926",17801,Puget Sound Educational Service District 121,27320,Sumner-Bonney Lake School District,"Public School,Special Education School",S,PK Only,PK,PK,No,Congressional District 10,Legislative District 31,Pierce,47.204893,-122.237938,47.20489,-122.237991
-13358057.1212472,5834764.1084242,2138,5137,Sun Valley Elementary School,"1220 N 16th St, Sunnyside, WA 98944-8717",39801,Educational Service District 105,39201,Sunnyside School District,"Public School,Regular School",P,Elementary School,PK,K,Yes,Congressional District 4,Legislative District 14,Yakima,46.338392,-119.997356,46.338525,-119.997483
-13584032.0563306,6037260.3341815,2139,3386,Sunny Hills Elementary School,"3200 Issaquah Pine Lake Rd SE, Sammamish, WA 98075-7258",17801,Puget Sound Educational Service District 121,17411,Issaquah School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 8,Legislative District 41,King,47.579896,-122.02765,47.579983,-122.027451
-13612343.6091649,6004494.17961498,2140,3567,Sunnycrest Elementary School (Kent),"24629 42nd Ave S, Kent, WA 98032-4197",17801,Puget Sound Educational Service District 121,17210,Federal Way School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 9,Legislative District 33,King,47.380962,-122.281665,47.381054,-122.281778
-13591740.8064182,6111380.19620833,2141,3753,Sunnycrest Elementary School (Lake Stevens),"3411 99th Ave NE, Lake Stevens, WA 98258-8136",29801,Northwest Educational Service District 189,31004,Lake Stevens School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 1,Legislative District 39,Snohomish,48.027335,-122.097016,48.0272,-122.0967
-13632672.9556462,6235467.95944076,2142,2387,Sunnyland Elementary School,"2800 James St, Bellingham, WA 98225-2639",29801,Northwest Educational Service District 189,37501,Bellingham School District,"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 2,Legislative District 42,Whatcom,48.767505,-122.46379,48.7673,-122.4644
-13596958.6839959,6111869.24736998,2143,3537,Sunnyside Elementary School (Marysville),"3707 Sunnyside Blvd, Marysville, WA 98270-9544",29801,Northwest Educational Service District 189,31025,Marysville School District,"Public School,Regular School",P,Elementary School,K,6,No,Congressional District 1,Legislative District 38,Snohomish,48.030012,-122.143647,48.030138,-122.143573
-13045341.6824972,5897646.76992326,2144,3614,Sunnyside Elementary School (Pullman),"425 SW Shirley St, Pullman, WA 99163-2763",32801,Educational Service District 101,38267,Pullman School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 5,Legislative District 9,Whitman,46.727309,-117.188301,46.727129,-117.188312
-13358046.2122974,5832219.94709249,2145,2959,Sunnyside High School,"1801 East Edison Avenue, Sunnyside, WA 98944",39801,Educational Service District 105,39201,Sunnyside School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 4,Legislative District 14,Yakima,46.322793,-119.997423,46.322744,-119.997385
-13662283.9703493,6025966.30656254,2146,4141,Sunnyslope Elementary School (Port Orchard),"4183 Sunnyslope Rd SW, Port Orchard, WA 98367-7677",18801,Olympic Educational Service District 114,18402,South Kitsap School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 6,Legislative District 26,Kitsap,47.511579,-122.73027,47.5115,-122.7304
-13396809.2934579,6019672.82060155,2147,3208,Sunnyslope Elementary School (Wenatchee),"3109 School St, Wenatchee, WA 98801-9001",4801,North Central Educational Service District 171,4246,Wenatchee School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 8,Legislative District 12,Chelan,47.47323,-120.345569,47.4733,-120.3456
-13582634.8960097,5972404.20826771,2148,4289,Sunrise Elementary School (Enumclaw),"899 Osceola St S, Enumclaw, WA 98022-4045",17801,Puget Sound Educational Service District 121,17216,Enumclaw School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 8,Legislative District 5,King,47.185532,-122.014754,47.1855,-122.0149
-13599266.0196113,6008069.99138841,2149,4420,Sunrise Elementary School (Kent),"22300 132nd Ave SE, Kent, WA 98042-3162",17801,Puget Sound Educational Service District 121,17415,Kent School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 8,Legislative District 47,King,47.40265,-122.16454,47.4028,-122.1643
-13610311.5894636,5967478.16431323,2150,3896,Sunrise Elementary School (Puyallup),"2323 39th Ave SE, Puyallup, WA 98374-2306",17801,Puget Sound Educational Service District 121,27003,Puyallup School District,"Public School,Regular School",P,Elementary School,PK,6,No,Congressional District 10,Legislative District 25,Pierce,47.155676,-122.263353,47.155417,-122.263524
-13593043.2524396,6061605.65172267,2151,4187,Sunrise Elementary School (Redmond),"14075 172nd Ave NE, Redmond, WA 98052-2197",17801,Puget Sound Educational Service District 121,17417,Northshore School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 8,Legislative District 45,King,47.727438,-122.108506,47.7273,-122.1084
-13047597.8829279,6046483.15003226,2152,4160,Sunrise Elementary School (Spokane Valley),"14603 E 24th Ave, Spokane Valley, WA 99037-9343",32801,Educational Service District 101,32356,Central Valley School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 5,Legislative District 4,Spokane,47.635837,-117.208537,47.635841,-117.20858
-13089923.7715163,6048045.93969306,2153,2814,Sunset Elementary School (Airway Heights),"12824 W 12th Ave, Airway Heights, WA 99001-9408",32801,Educational Service District 101,32360,Cheney School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 5,Legislative District 6,Spokane,47.645169,-117.588539,47.6453,-117.5888
-13592297.4161146,6035415.05549841,2154,3228,Sunset Elementary School (Bellevue),"4229 W Lake Sammamish Pkwy SE, Bellevue, WA 98008-5936",17801,Puget Sound Educational Service District 121,17411,Issaquah School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 9,Legislative District 41,King,47.568792,-122.101632,47.5688,-122.1017
-13645819.8657188,5730729.35684543,2155,3970,Sunset Elementary School (Vancouver),"9001 NE 95th St, Vancouver, WA 98662-2036",6801,Educational Service District 112,6114,Evergreen School District (Clark),"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 3,Legislative District 18,Clark,45.689469,-122.582295,45.6895,-122.5825
-13643749.2859035,5977237.51271706,2156,3601,Sunset Primary School,"4523 97th Ave W, Fircrest, WA 98466-1318",17801,Puget Sound Educational Service District 121,27083,University Place School District,"Public School,Regular School",P,Elementary School,PK,4,No,Congressional District 10,Legislative District 28,Pierce,47.215499,-122.564165,47.215,-122.5639
-13659837.9906426,5746918.65329919,2157,5518,Sunset Ridge Intermediate School,"3215 S Hillhurst Rd, Ridgefield, WA 98642-9832",6801,Educational Service District 112,6122,Ridgefield School District,"Public School,Regular School",P,Elementary School,5,6,No,Congressional District 3,Legislative District 20,Clark,45.791828,-122.710372,45.790998,-122.708427
-13273205.5267195,5815263.53048994,2158,4136,Sunset View Elementary School,"711 N Center Pkwy, Kennewick, WA 99336-8100",11801,Educational Service District 123,3017,Kennewick School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 4,Legislative District 8,Benton,46.217565,-119.235328,46.21745,-119.235248
-13617114.2071927,5991980.91164837,2159,1951,Support School,"33330 8th Ave S, Federal Way, WA 98003-6325",17801,Puget Sound Educational Service District 121,17210,Federal Way School District,"Public School,Regular School",P,PK-12,PK,12,No,Congressional District 9,Legislative District 30,King,47.304885,-122.324611,47.304885,-122.324633
-13642913.9307157,6062972.5619867,2160,3391,Suquamish Elementary School,"18950 Park Blvd NE, Suquamish, WA 98392-9706",18801,Olympic Educational Service District 114,18400,North Kitsap School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 6,Legislative District 23,Kitsap,47.735631,-122.556412,47.735559,-122.556396
-13615270.201544,5982589.7082215,2161,3798,Surprise Lake Middle School,"2001 Milton Way, Milton, WA 98354-9443",17801,Puget Sound Educational Service District 121,27417,Fife School District,"Public School,Regular School",P,Middle School,6,7,No,Congressional District 6,Legislative District 31,Pierce,47.248178,-122.308845,47.247648,-122.308068
-13647623.6450963,6000446.90634337,2162,5685,Swift Water Elementary School,"10811 Harbor Hill Dr, Gig Harbor, WA 98332-9295",17801,Puget Sound Educational Service District 121,27401,Peninsula School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 6,Legislative District 26,Pierce,47.35632,-122.599238,47.35643,-122.598704
-13467411.5603372,5975708.72609129,2163,1987,Swiftwater Alternative High School,"4244 Bullfrog Rd, Cle Elum, WA 98922-8717",39801,Educational Service District 105,19404,Cle Elum-Roslyn School District,"Public School,Alternative School",A,High School,9,12,No,Congressional District 8,Legislative District 13,Kittitas,47.205702,-120.979776,47.205671,-120.979831
-13618849.228503,6017084.48230639,2164,2927,Sylvester Middle School,"16222 Sylvester Rd SW, Burien, WA 98166-3018",17801,Puget Sound Educational Service District 121,17401,Highline School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 7,Legislative District 33,King,47.457429,-122.340342,47.457581,-122.340219
-13635046.8856795,5979667.95369934,2165,5720,Tacoma Online Elementary School,"3319 S Adams St, Tacoma, WA 98409-3117",17801,Puget Sound Educational Service District 121,27010,Tacoma School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 6,Legislative District 27,Pierce,47.229777,-122.485759,47.229828,-122.485725
-13635046.8856795,5979667.95369934,2166,5722,Tacoma Online High School,"3319 S Adams St, Tacoma, WA 98409-3117",17801,Puget Sound Educational Service District 121,27010,Tacoma School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 6,Legislative District 27,Pierce,47.229777,-122.485759,47.229828,-122.485725
-13635046.8856795,5979667.95369934,2167,5721,Tacoma Online Middle School,"3319 S Adams St, Tacoma, WA 98409-3117",17801,Puget Sound Educational Service District 121,27010,Tacoma School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 6,Legislative District 27,Pierce,47.229777,-122.485759,47.229828,-122.485725
-13630292.9871787,5982140.06990623,2168,5307,Tacoma Open Doors,"1818 Tacoma Ave S, Tacoma, WA 98402-1710",17801,Puget Sound Educational Service District 121,27010,Tacoma School District,"Public School,Re-Engagement School",R,High School,10,12,No,Congressional District 6,Legislative District 27,Pierce,47.244801,-122.443104,47.244906,-122.44302
-13630569.0592847,5983680.62101007,2169,5184,Tacoma Pierce County Education Center,"930 Tacoma Ave S, Tacoma, WA 98402-2105",17801,Puget Sound Educational Service District 121,27010,Tacoma School District,"Public School,Affiliated With District,Adult Jail",J,High School,9,12,No,Congressional District 6,Legislative District 27,Pierce,47.25331,-122.445252,47.2543,-122.4455
-13630061.5536819,5983776.89404783,2170,1860,Tacoma School of the Arts,"302 S 9th St, Tacoma, WA 98402-3602",17801,Puget Sound Educational Service District 121,27010,Tacoma School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 6,Legislative District 27,Pierce,47.255102,-122.441133,47.254887,-122.440941
-13620493.6439778,5990781.7732627,2171,5473,TAFA at Saghalie,"33914 19th Ave SW, Federal Way, WA 98023-8007",17801,Puget Sound Educational Service District 121,17210,Federal Way School District,"Public School,Regular School",P,Other,6,12,No,Congressional District 9,Legislative District 30,King,47.297574,-122.354996,47.29758,-122.354991
-13835616.0763599,5998428.60562451,2172,5032,Taholah Elementary & Middle School,"600 Chitwhin Dr, Taholah, WA 98587",34801,Capital Region ESD 113,14077,Taholah School District,"Public School,Regular School",P,Other,K,8,No,Congressional District 6,Legislative District 24,Grays Harbor,47.344137,-124.287427,47.344146,-124.287469
-13835616.0763599,5998428.60562451,2173,3580,Taholah High School,"600 Chitwhin Dr, Taholah, WA 98587",34801,Capital Region ESD 113,14077,Taholah School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 6,Legislative District 24,Grays Harbor,47.344137,-124.287427,47.344146,-124.287469
-13582660.6049355,6008862.76755197,2174,5490,Tahoma Elementary School,"24425 SE 216th St, Maple Valley, WA 98038-7653",17801,Puget Sound Educational Service District 121,17409,Tahoma School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 8,Legislative District 5,King,47.407609,-122.015119,47.40762,-122.015131
-13584216.7411834,6000626.34078234,2175,5563,Tahoma Open Doors,"23499 SE Tahoma Way, Maple Valley, WA 98038-5003",17801,Puget Sound Educational Service District 121,17409,Tahoma School District,"Public School,Re-Engagement School",R,High School,9,12,No,Congressional District 8,Legislative District 5,King,47.357666,-122.028833,47.357522,-122.02911
-13584216.7411834,6000626.34078234,2176,2849,Tahoma Senior High School,"23499 SE Tahoma Way, Maple Valley, WA 98038-5003",17801,Puget Sound Educational Service District 121,17409,Tahoma School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 8,Legislative District 5,King,47.357666,-122.028833,47.357522,-122.02911
-13604486.9013065,6017252.2504487,2177,3740,Talbot Hill Elementary School,"2300 Talbot Rd S, Renton, WA 98055-4222",17801,Puget Sound Educational Service District 121,17403,Renton School District,"Public School,Regular School",P,Elementary School,K,5,Yes,Congressional District 9,Legislative District 11,King,47.458473,-122.210994,47.4586,-122.2112
-13607325.547155,6021665.83190279,2178,5282,Talley High School,"7800 S 132nd St, Seattle, WA 98178-4804",17801,Puget Sound Educational Service District 121,17403,Renton School District,"Public School,Alternative School",A,Other,6,12,No,Congressional District 9,Legislative District 37,King,47.485369,-122.236725,47.4854,-122.2367
-13600293.3753595,6079700.94290034,2179,5570,Tambark Creek Elementary School,"4419 180th St SE, Bothell, WA 98012-6749",29801,Northwest Educational Service District 189,31002,Everett School District,"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 1,Legislative District 44,Snohomish,47.836316,-122.173607,47.836528,-122.173529
-13288017.470923,5829691.33466988,2180,4059,Tapteal Elementary School,"705 N 62nd Ave, West Richland, WA 99353-9705",11801,Educational Service District 123,3400,Richland School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 4,Legislative District 16,Benton,46.306999,-119.36851,46.307055,-119.368306
-13664392.0677336,5764987.3581117,2181,1795,TEAM High School,"759 3rd St, Woodland, WA 98674-9467",6801,Educational Service District 112,8404,Woodland School District,"Public School,Alternative School",A,High School,9,12,No,Congressional District 3,Legislative District 20,Cowlitz,45.903597,-122.750633,45.904061,-122.749337
-13602860.0872553,5962939.72102229,2182,5524,Tehaleh Heights Elementary School,"17520 Berkeley Pkwy E, Bonney Lake, WA 98391-7899",17801,Puget Sound Educational Service District 121,27320,Sumner-Bonney Lake School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 8,Legislative District 31,Pierce,47.127619,-122.196609,47.127686,-122.196586
-13032304.8245165,5978778.08244192,2183,2052,Tekoa Elementary School,"200 N Broadway St, Tekoa, WA 99033",32801,Educational Service District 101,38265,Tekoa School District,"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 5,Legislative District 9,Whitman,47.224407,-117.071261,47.2244,-117.0712
-13031926.3384015,5978679.73389932,2184,3418,Tekoa High School,"513 E Henkle St, Tekoa, WA 99033-5113",32801,Educational Service District 101,38265,Tekoa School District,"Public School,Regular School",P,Other,6,12,No,Congressional District 5,Legislative District 9,Whitman,47.223692,-117.067583,47.2238,-117.0678
-13675326.844623,5919633.57249617,2185,4238,Tenino Elementary School,"301 Old Highway 99 N, Tenino, WA 98589",34801,Capital Region ESD 113,34402,Tenino School District,"Public School,Regular School",P,Elementary School,3,5,No,Congressional District 3,Legislative District 2,Thurston,46.8619,-122.847483,46.862347,-122.847566
-13676232.3173432,5919039.83764205,2186,3509,Tenino High School,"500 2nd Ave W, Tenino, WA 98589-2500",34801,Capital Region ESD 113,34402,Tenino School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 3,Legislative District 2,Thurston,46.858446,-122.855487,46.8587,-122.8557
-13675467.1072495,5919492.09480707,2187,3795,Tenino Middle School,"301 Old Highway 99 N, Tenino, WA 98589",34801,Capital Region ESD 113,34402,Tenino School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 3,Legislative District 2,Thurston,46.8619,-122.847483,46.861478,-122.848826
-13605220.9463513,5989885.27436575,2188,2659,Terminal Park Elementary School,"1101 D St SE, Auburn, WA 98002-6013",17801,Puget Sound Educational Service District 121,17408,Auburn School District,"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 9,Legislative District 30,King,47.297865,-122.224599,47.292118,-122.217794
-13407783.8568249,5878187.02910762,2189,2821,Terrace Heights Elementary School,"101 North 41st Street, Yakima, WA 98901-1235",39801,Educational Service District 105,39090,East Valley School District (Yakima),"Public School,Regular School",P,Elementary School,K,5,Yes,Congressional District 4,Legislative District 15,Yakima,46.607237,-120.444244,46.607168,-120.444186
-13615151.2979015,6072468.73815214,2190,2888,Terrace Park Elementary School,"5409 228th St SW, Mountlake Terrace, WA 98043-3934",29801,Northwest Educational Service District 189,31015,Edmonds School District,"Public School,Regular School",P,Elementary School,K,6,No,Congressional District 1,Legislative District 32,Snohomish,47.792545,-122.306747,47.7929,-122.307
-13585132.8928017,6048603.85847083,2191,5265,Tesla STEM High School,"4301 228th Ave NE, Redmond, WA 98053-8304",17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,"Public School,Alternative School",A,High School,9,12,No,Congressional District 8,Legislative District 45,King,47.648681,-122.037759,47.648676,-122.03734
-13620045.240553,6044181.62986572,2192,1856,The Center School,"305 Harrison Street, Seattle, WA 98109-4645",17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,"Public School,Regular School",P,High School,9,12,No,Congressional District 7,Legislative District 36,King,47.621412,-122.350858,47.621907,-122.350963
-13072004.5643954,6052415.59790305,2193,5301,The Community School,"1025 W Spofford Ave, Spokane, WA 99205-4560",32801,Educational Service District 101,32081,Spokane School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 5,Legislative District 3,Spokane,47.672035,-117.42775,47.671739,-117.427829
-13060980.7093141,6048244.21527717,2194,1767,The Healing Lodge,"5600 E 8th Ave, Spokane Valley, WA 99212-0220",32801,Educational Service District 101,32081,Spokane School District,Institution,I,High School,8,12,No,Congressional District 5,Legislative District 4,Spokane,47.646473,-117.328812,47.6465,-117.3288
-13625818.4298392,5718571.72173005,2195,5573,The Heights Learning Center,"4600 NE Garfield St, Camas, WA 98607-6817",6801,Educational Service District 112,6117,Camas School District,"Public School,Preschool",P,PK Only,PK,PK,No,Congressional District 3,Legislative District 17,Clark,45.612945,-122.402541,45.613157,-122.402824
-13670167.1428089,6191692.70255391,2196,4178,The Karen Lamb Decatur School,"825 Decatur Head Dr, Decatur Is, WA 98221-4357",29801,Northwest Educational Service District 189,28144,Lopez Island School District,"Public School,Regular School",P,Other,K,8,No,Congressional District 2,Legislative District 40,San Juan,48.507458,-122.801233,48.507439,-122.801216
-13602410.9069103,6002365.60373957,2197,5440,The Outreach Program,"26024 111th Ave SE, Kent, WA 98030-6289",17801,Puget Sound Educational Service District 121,17415,Kent School District,"Public School,Special Education School",S,High School,12,12,No,Congressional District 9,Legislative District 47,King,47.368055,-122.192589,47.368105,-122.192551
-13638342.6093469,5983502.34787354,2198,4283,The School at Pearl Youth Residence,"815 S Pearl St, Tacoma, WA 98465-2117",17801,Puget Sound Educational Service District 121,27010,Tacoma School District,"Public School,Special Education School",S,Other,4,12,No,Congressional District 6,Legislative District 27,Pierce,47.253238,-122.515352,47.253213,-122.515331
-13612045.4966145,5998470.29838388,2199,3584,Thomas Jefferson High School,"4248 S 288th St, Auburn, WA 98001-2820",17801,Puget Sound Educational Service District 121,17210,Federal Way School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 9,Legislative District 30,King,47.344145,-122.277611,47.3444,-122.2791
-13659110.7425323,5733641.31855978,2200,4591,Thomas Jefferson Middle School,"3000 NW 119th St, Vancouver, WA 98685-4028",6801,Educational Service District 112,6037,Vancouver School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 3,Legislative District 18,Clark,45.708673,-122.700502,45.70777,-122.701894
-13643946.9908438,5967210.02966338,2201,3500,Thomas Middle School,"11509 Holden Rd SW, Lakewood, WA 98498-2810",17801,Puget Sound Educational Service District 121,27400,Clover Park School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 10,Legislative District 28,Pierce,47.153734,-122.565725,47.153779,-122.565676
-13349108.9302125,5821435.60351908,2202,2756,Thompson Elementary School,"1105 W 2nd St, Grandview, WA 98930-1175",39801,Educational Service District 105,39200,Grandview School District,"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 4,Legislative District 14,Yakima,46.255112,-119.917959,46.2558,-119.9171
-13611778.3265449,6018832.97708502,2203,3635,Thorndyke Elementary School,"4415 S 150th St, Tukwila, WA 98188-2305",17801,Puget Sound Educational Service District 121,17406,Tukwila School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 9,Legislative District 11,King,47.468377,-122.276642,47.4682,-122.2767
-13612663.4219967,6054655.66518097,2204,3974,Thornton Creek Elementary School,"7712 40th Ave NE, Seattle, WA 98115-4900",17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,"Public School,Alternative School",A,Elementary School,PK,5,No,Congressional District 7,Legislative District 46,King,47.685497,-122.284128,47.685287,-122.284651
-13433533.0410033,5953412.75530938,2205,2514,Thorp Elementary & Jr Sr High School,"10831 N Thorp Hwy, Thorp, WA 98946-9600",39801,Educational Service District 105,19400,Thorp School District,"Public School,Regular School",P,K-12,K,12,Yes,Congressional District 8,Legislative District 13,Kittitas,47.06973,-120.675759,47.069427,-120.675495
-13269205.8170351,5822575.03814307,2206,5556,Three Rivers Elementary School,"3901 Road 84, Pasco, WA 99301-1762",11801,Educational Service District 123,11001,Pasco School District,"Public School,Affiliated With District",P,Elementary School,PK,5,No,Congressional District 4,Legislative District 8,Franklin,46.262696,-119.19923,46.262877,-119.199318
